"","date","zone","site","plot","pit","spp","sex","rcap","toe_num","SV_length","total_length","weight","tail","pc"
"1",1989-06-16,"C","CALI","A",4,"CNTI","M","N",240,92,260,26,"B",0
"2",1989-06-16,"C","CALI","A",8,"UTST","J","N",153,49,86,6,"B",0
"3",1989-06-16,"C","SAND","B",2,"CNTI","M","N",241,91,310,24,"W",0
"4",1989-06-16,"C","SAND","B",8,"CNTI","F","N",242,93,305,25,"W",0
"5",1989-06-16,"C","SAND","C",2,"CNTI","M","N",243,94,270,24,"B",0
"6",1989-06-16,"G","BASN","B",1,"CNTI","F","N",244,90,304,22,"W",0
"7",1989-06-16,"G","BASN","B",2,"UTST","F","N",154,42,50,3,"B",0
"8",1989-06-16,"G","BASN","B",8,"CNTE","J","N",222,72,265,9,"W",0
"9",1989-06-16,"G","BASN","B",9,"CNTE","F","N",22,86,294,16,"W",0
"10",1989-06-16,"G","BASN","B",10,"CNTI","M","N",245,70,240,9,"W",0
"11",1989-06-16,"G","BASN","B",11,"CNTI","F","N",250,82,274,16,"W",0
"12",1989-06-16,"G","BASN","B",16,"CNTI","F","N",251,94,308,21,"W",0
"13",1989-06-16,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"14",1989-06-16,"G","IBPE","C",3,"CNTI","F","N",252,87,260,19,"W",0
"15",1989-06-16,"M","RABB","A",15,"CNTI","F","N",254,100,250,26,"B",0
"16",1989-06-16,"M","RABB","C",1,"CNTI","F","N",253,75,265,16,"W",0
"17",1989-06-16,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"18",1989-06-16,"T","EAST","B",9,"CNTI","F","R",4051,84,294,17,"W",0
"19",1989-06-16,"T","EAST","B",13,"CNTI","M","N",255,92,268,20,"B",0
"20",1989-06-16,"T","EAST","B",16,"CNTI","M","R",2054,90,300,22,"W",0
"21",1989-06-20,"C","CALI","A",2,"UTST",NA,"N",155,NA,NA,NA,"W",0
"22",1989-06-20,"C","CALI","A",16,"CNTI","F","N",301,90,305,NA,"W",0
"23",1989-06-20,"C","SAND","B",7,"CNTI","M","R",445,90,315,24,"W",0
"24",1989-06-20,"C","SAND","C",1,"UTST",NA,"N",100,22,54,NA,"W",0
"25",1989-06-20,"C","SAND","C",5,"CNTI","M","N",302,96,276,26,"B",0
"26",1989-06-20,"C","SAND","C",11,"UTST",NA,"N",NA,18,NA,NA,"W",0
"27",1989-06-20,"C","SAND","C",12,"UTST","F","N",200,46,125,4,"W",0
"28",1989-06-20,"C","SAND","C",16,"CNTI","M","R",104,97,320,28,"W",0
"29",1989-06-20,"G","BASN","B",NA,"PHCO","F","N",5,60,80,14,"W",0
"30",1989-06-20,"G","BASN","B",1,"CNTI","M","N",NA,96,300,NA,NA,0
"31",1989-06-20,"G","BASN","B",9,"CNTI","M","N",303,76,270,12,"W",0
"32",1989-06-20,"G","BASN","B",14,"HOMA","M","N",1,62,134,7,"W",0
"33",1989-06-20,"G","BASN","B",15,"CNTE","F","N",23,82,260,16,"W",0
"34",1989-06-20,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"35",1989-06-20,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"36",1989-06-20,"M","RABB","A",1,"CNTI","F","R",20,90,290,21,"W",0
"37",1989-06-20,"M","RABB","A",1,"UTST","F","N",202,47,60,4,"B",0
"38",1989-06-20,"M","RABB","A",2,"CNTI","M","R",4045,90,302,20,"W",0
"39",1989-06-20,"M","RABB","C",2,"CNTI","F","N",305,96,300,30,"B",0
"40",1989-06-20,"M","RABB","C",7,"CNTI","M","N",310,90,306,22,"W",0
"41",1989-06-20,"M","WELL","B",5,"CNNE","F","N",12,63,210,8,"W",0
"42",1989-06-20,"M","WELL","B",7,"UTST","F","N",201,46,124,5,"W",0
"43",1989-06-20,"M","WELL","B",10,"CNTI","J","N",304,72,270,13,"W",0
"44",1989-06-20,"M","WELL","B",10,"SCUN","F","N",4,60,120,8,"B",0
"45",1989-06-20,"T","EAST","B",1,"UTST","F","N",203,50,128,5,"B",0
"46",1989-06-20,"T","EAST","B",4,"CNTI","M","N",311,100,310,26,"W",0
"47",1989-06-20,"T","EAST","B",4,"UTST","M","N",204,52,140,6,"W",0
"48",1989-06-20,"T","EAST","B",8,"CNTI","F","R",2051,85,285,27,"W",0
"49",1989-06-20,"T","EAST","B",16,"CNTI","M","N",312,92,200,24,"B",0
"50",1989-06-23,"C","CALI","A",4,"CNTI","F","N",313,86,300,16,"W",0
"51",1989-06-23,"C","CALI","A",8,"UTST","J","N",205,22,64,1,"W",0
"52",1989-06-23,"C","CALI","A",11,"COTE","M","N",1,58,127,6,"W",0
"53",1989-06-23,"C","SAND","B",7,"UTST","J","N",NA,21,50,1,"W",0
"54",1989-06-23,"C","SAND","B",9,"UTST","J","N",NA,22,28,1,"B",0
"55",1989-06-23,"C","SAND","B",12,"UTST","J","N",NA,21,55,1,"W",0
"56",1989-06-23,"C","SAND","C",1,"CNTI","F","N",314,67,245,8,"W",0
"57",1989-06-23,"C","SAND","C",8,"UTST","J","N",NA,22,50,1,"W",0
"58",1989-06-23,"C","SAND","C",14,"CNTI","M","N",315,89,260,17,"B",0
"59",1989-06-23,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"60",1989-06-23,"G","IBPE","A",16,"UTST","F","N",210,46,115,4,"W",0
"61",1989-06-23,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"62",1989-06-23,"M","RABB","C",7,"CNTI","F","N",320,80,245,19,"W",0
"63",1989-06-23,"M","RABB","C",13,"CNTI","F","N",321,75,265,12,"W",0
"64",1989-06-23,"M","WELL","B",4,"UTST","M","R",4000,49,75,4,"B",0
"65",1989-06-23,"M","WELL","B",15,"UTST","M","N",211,56,140,6,"W",0
"66",1989-06-23,"T","EAST","B",3,"CNTI","M","N",322,80,274,14,"W",0
"67",1989-06-23,"T","EAST","B",8,"CNTI","F","R",302,90,205,22,"B",0
"68",1989-06-23,"T","EAST","B",10,"CNTI","M","R",4054,92,305,24,"W",0
"69",1989-06-23,"T","EAST","B",11,"CNTI","M","R",255,90,270,18,"W",0
"70",1989-06-23,"T","EAST","B",15,"CNTI","M","N",323,88,290,20,"W",0
"71",1989-06-23,"T","WEST","A",6,"CNTI","F","N",325,75,243,10,"W",0
"72",1989-06-23,"T","WEST","A",8,"CNTI","M","N",324,90,315,22,"W",0
"73",1989-06-23,"T","WEST","A",10,"SCUN","M","N",5,67,165,8,"W",0
"74",1989-06-27,"C","CALI","A",8,"UTST","J",NA,NA,NA,NA,NA,"W",0
"75",1989-06-27,"C","SAND","B",5,"CNTI","F","N",330,80,265,19,"W",0
"76",1989-06-27,"C","SAND","B",9,"UTST","J","R",1052,27,70,1,"B",0
"77",1989-06-27,"C","SAND","B",13,"EUOB","F","N",4,97,275,30,"W",0
"78",1989-06-27,"C","SAND","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"79",1989-06-27,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"80",1989-06-27,"G","IBPE","A",8,"UTST","J","N",212,27,65,1,"W",0
"81",1989-06-27,"G","IBPE","C",3,"UTST","J","N",213,22,47,1,"B",0
"82",1989-06-27,"G","IBPE","C",10,"UTST","M","N",214,52,131,7,"W",0
"83",1989-06-27,"G","IBPE","C",15,"UTST","J","N",NA,21,45,NA,"W",0
"84",1989-06-27,"M","RABB","A",15,"CNTI","F","N",331,81,285,19,"W",0
"85",1989-06-27,"M","RABB","C",15,"UTST","J",NA,NA,NA,NA,NA,NA,0
"86",1989-06-27,"M","RABB","C",16,"CNTI",NA,"R",NA,NA,NA,NA,"W",0
"87",1989-06-27,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"88",1989-06-27,"T","EAST","B",4,"UTST",NA,NA,NA,23,55,1,"W",0
"89",1989-06-27,"T","EAST","B",4,"UTST","F","R",4,50,115,7,"W",0
"90",1989-06-27,"T","EAST","B",7,"CNTI","F","N",332,82,295,12,"W",0
"91",1989-06-27,"T","EAST","B",10,"CNTI","F","R",4001,85,284,13,"W",0
"92",1989-06-27,"T","EAST","B",12,"UTST",NA,NA,NA,23,65,NA,"W",0
"93",1989-06-27,"T","WEST","A",10,"CNTI","M","N",333,78,245,16,"W",0
"94",1989-06-27,"T","WEST","A",15,"CNTI","F","R",4,71,251,13,"W",0
"95",1989-07-18,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"96",1989-07-18,"C","CALI","A",8,"UTST","J","N",225,32,84,1,"W",0
"97",1989-07-18,"C","CALI","A",10,"UTST","J","N",NA,25,67,1,"W",0
"98",1989-07-18,"C","CALI","A",11,"UTST","J","N",231,27,74,NA,"W",0
"99",1989-07-18,"C","CALI","A",12,"UTST","J","N",230,28,74,1,"W",0
"100",1989-07-18,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"101",1989-07-18,"C","GRAV","D",1,"UTST","J","N",NA,NA,NA,NA,"W",1
"102",1989-07-18,"C","GRAV","D",14,"CNTI","M","N",342,76,285,16,"W",0
"103",1989-07-18,"C","SAND","B",15,"UTST","J","N",NA,26,70,NA,"W",0
"104",1989-07-18,"C","SAND","C",1,"CNTI","F","R",415,85,285,20,"W",0
"105",1989-07-18,"C","SAND","C",15,"UTST","F","R",215,50,100,5,"B",1
"106",1989-07-18,"G","BASN","B",1,"CNTE","F","N",25,80,285,15,"W",0
"107",1989-07-18,"G","BASN","B",14,"UTST","J",NA,NA,21,52,1,"W",0
"108",1989-07-18,"G","IBPE","A",7,"UTST","F","N",232,46,76,5,"B",0
"109",1989-07-18,"G","IBPE","A",10,"UTST","J",NA,NA,19,52,NA,NA,0
"110",1989-07-18,"G","IBPE","A",12,"UTST","J",NA,NA,NA,NA,NA,NA,1
"111",1989-07-18,"G","IBPE","C",4,"UTST","J",NA,NA,NA,NA,NA,NA,1
"112",1989-07-18,"G","IBPE","C",12,"UTST","J",NA,NA,NA,NA,NA,NA,1
"113",1989-07-18,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"114",1989-07-18,"M","RABB","C",13,"UTST",NA,NA,NA,25,62,NA,"W",0
"115",1989-07-18,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"116",1989-07-18,"M","WELL","B",6,"UTST",NA,NA,NA,19,51,NA,"W",0
"117",1989-07-18,"M","WELL","B",10,"CNTI","M","N",343,97,320,34,"W",0
"118",1989-07-18,"M","WELL","B",12,"UTST","J",NA,NA,NA,NA,NA,"W",0
"119",1989-07-18,"M","WELL","B",13,"UTST","M","R",100,47,135,6,"W",0
"120",1989-07-18,"M","WELL","B",14,"UTST","J",NA,NA,22,65,NA,NA,0
"121",1989-07-18,"T","EAST","B",8,"UTST","J","N",233,30,70,1,"W",0
"122",1989-07-18,"T","EAST","B",11,"UTST","J",NA,NA,NA,NA,NA,"W",1
"123",1989-07-18,"T","WEST","A",16,"CNTI","F","N",344,75,270,16,"W",1
"124",1989-07-21,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"125",1989-07-21,"C","CALI","A",1,"UTST","J",NA,NA,NA,NA,1,"W",1
"126",1989-07-21,"C","GRAV","D",14,"CNTI","F","N",334,80,291,22,"W",1
"127",1989-07-21,"C","SAND","B",8,"UTST","J",NA,NA,28,NA,NA,"W",0
"128",1989-07-21,"C","SAND","C",13,"UTST","F","N",215,50,100,8,"B",0
"129",1989-07-21,"G","BASN","B",10,"UTST","J",NA,NA,25,62,NA,"W",0
"130",1989-07-21,"G","BASN","B",13,"CNTE","F","N",24,45,265,18,"W",0
"131",1989-07-21,"G","IBPE","A",1,"UTST","J",NA,NA,20,54,NA,"W",0
"132",1989-07-21,"G","IBPE","A",16,"UTST","J",NA,NA,23,58,NA,"W",0
"133",1989-07-21,"G","IBPE","C",4,"CNIN","J",NA,NA,NA,NA,NA,"W",0
"134",1989-07-21,"G","IBPE","C",10,"UTST","F","N",220,46,151,4,"W",0
"135",1989-07-21,"G","IBPE","C",16,"UTST","J","N",221,28,60,1,"W",0
"136",1989-07-21,"M","RABB","A",8,"CNTI","M","N",335,88,260,23,"B",0
"137",1989-07-21,"M","RABB","A",11,"UTST","F","N",222,45,114,4,"W",0
"138",1989-07-21,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"139",1989-07-21,"M","WELL","B",7,"UTST","J",NA,NA,23,56,NA,"W",0
"140",1989-07-21,"M","WELL","B",10,"UTST","J",NA,NA,21,58,NA,"W",0
"141",1989-07-21,"M","WELL","B",11,"UTST","J",NA,NA,20,54,NA,"W",0
"142",1989-07-21,"M","WELL","B",16,"UTST","M","R",30,51,134,6,"W",0
"143",1989-07-21,"T","EAST","B",2,"CNTI","F","R",322,95,300,20,"W",1
"144",1989-07-21,"T","EAST","B",5,"CNTI","M","N",340,83,265,15,"W",0
"145",1989-07-21,"T","EAST","B",12,"UTST","F","N",223,47,82,4,"B",0
"146",1989-07-21,"T","EAST","B",16,"UTST","F","N",224,45,112,5,"W",0
"147",1989-07-21,"T","WEST","A",8,"CNTE","F","R",4,70,252,12,"W",0
"148",1989-07-21,"T","WEST","A",9,"UTST",NA,NA,NA,22,60,NA,"W",0
"149",1989-07-21,"T","WEST","A",10,"SCUN","F","N",11,58,115,9,"W",0
"150",1989-07-21,"T","WEST","A",11,"SCUN","F","N",10,61,160,12,"W",0
"151",1989-07-21,"T","WEST","A",13,"CNTI","M","N",341,80,278,16,"W",1
"152",1989-07-28,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"153",1989-07-28,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"154",1989-07-28,"C","SAND","B",12,"UTST","J",NA,NA,NA,NA,NA,NA,1
"155",1989-07-28,"C","SAND","C",1,"UTST","J","N",235,29,80,1,"W",0
"156",1989-07-28,"C","SAND","C",8,"UTST","J","N",234,29,78,1,"W",0
"157",1989-07-28,"G","BASN","B",5,"UTST","J",NA,NA,23,54,NA,"W",0
"158",1989-07-28,"G","BASN","B",16,"UTST","J",NA,240,28,72,1,"W",0
"159",1989-07-28,"G","IBPE","A",1,"UTST","J","N",NA,30,80,1,"W",0
"160",1989-07-28,"G","IBPE","C",2,"UTST","J","N",NA,26,68,NA,"W",0
"161",1989-07-28,"G","IBPE","C",3,"UTST","J","N",NA,22,32,NA,"B",0
"162",1989-07-28,"G","IBPE","C",9,"UTST","F","R",220,45,117,NA,"W",0
"163",1989-07-28,"G","IBPE","C",15,"UTST","J","N",242,31,79,1,"W",0
"164",1989-07-28,"G","IBPE","C",16,"UTST","F","N",241,48,124,5,"W",0
"165",1989-07-28,"M","RABB","A",10,"UTST","M","N",244,50,140,6,"W",1
"166",1989-07-28,"M","RABB","A",16,"CNTI","M","N",345,94,297,26,"W",0
"167",1989-07-28,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"168",1989-07-28,"M","WELL","B",14,"UTST","F","N",243,42,110,4,"W",0
"169",1989-07-28,"M","WELL","B",15,"UTST","J","N",NA,23,56,NA,"W",0
"170",1989-07-28,"M","WELL","B",15,"UTST","J","N",NA,24,39,NA,"B",0
"171",1989-07-28,"T","EAST","B",4,"UTST","J","N",245,28,60,1,"B",0
"172",1989-07-28,"T","EAST","B",4,"UTST","F","R",4,48,111,4,"B",0
"173",1989-07-28,"T","EAST","B",12,"UTST","F","N",250,51,86,6,"B",0
"174",1989-07-28,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"175",1989-08-22,"C","CALI","A",11,"UTST","M","N",251,44,110,3,"W",0
"176",1989-08-22,"C","CALI","A",15,"CNTI","F","N",350,85,240,21,"W",1
"177",1989-08-22,"C","CALI","A",15,"CNTI",NA,"N",NA,NA,NA,NA,NA,1
"178",1989-08-22,"C","GRAV","D",12,"UTST","J",NA,NA,NA,NA,NA,NA,1
"179",1989-08-22,"C","SAND","B",6,"CNTI","F","N",352,76,260,17,"W",0
"180",1989-08-22,"C","SAND","B",9,"CNTI","F","N",351,80,272,17,"W",0
"181",1989-08-22,"C","SAND","B",15,"CNTE","F","N",330,76,225,14,"W",0
"182",1989-08-22,"C","SAND","C",8,"UTST","J","N",252,34,90,2,"W",0
"183",1989-08-22,"G","IBPE","A",8,"UTST","F","N",254,36,90,2,"W",0
"184",1989-08-22,"G","IBPE","A",8,"UTST","M","R",99,36,95,3,"W",1
"185",1989-08-22,"G","IBPE","A",10,"UTST","J",NA,NA,NA,NA,NA,NA,1
"186",1989-08-22,"G","IBPE","C",3,"UTST","J","N",253,32,55,2,"B",0
"187",1989-08-22,"M","RABB","A",3,"UTST","J","N",304,25,70,1,"W",0
"188",1989-08-22,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"189",1989-08-22,"M","WELL","B",2,"UTST","J","N",300,26,72,1,"W",1
"190",1989-08-22,"M","WELL","B",9,"UTST","J","N",301,27,78,1,"W",0
"191",1989-08-22,"M","WELL","B",15,"UTST","J","N",302,27,58,1,"B",0
"192",1989-08-22,"M","WELL","B",15,"UTST","M","N",303,50,134,7,"W",0
"193",1989-08-22,"M","WELL","B",16,"CNTI","F","N",353,87,270,22,"W",0
"194",1989-08-22,"T","EAST","B",3,"CNTI","M","R",2051,80,250,25,"W",1
"195",1989-08-22,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"196",1989-08-25,"C","CALI","A",2,"UTST","F","N",305,33,90,3,"W",0
"197",1989-08-25,"C","GRAV","D",7,"CNTI","F","N",354,86,260,17,"W",0
"198",1989-08-25,"C","GRAV","D",15,"CNIN","F","N",5,60,206,8,"W",0
"199",1989-08-25,"C","SAND","B",7,"UTST","M","R",235,38,105,3,"B",0
"200",1989-08-25,"C","SAND","B",12,"UTST","F","N",310,30,72,2,"W",0
"201",1989-08-25,"C","SAND","B",16,"UTST","F","N",311,29,70,2,"W",0
"202",1989-08-25,"C","SAND","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"203",1989-08-25,"G","BASN","B",1,"UTST","F","N",312,35,94,3,"W",0
"204",1989-08-25,"G","BASN","B",14,"HOMA","F","N",2,60,125,8,"W",0
"205",1989-08-25,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"206",1989-08-25,"G","IBPE","C",14,"UTST","F","N",313,31,85,2,"W",0
"207",1989-08-25,"M","RABB","A",7,"UTST","M","N",320,37,96,4,"W",0
"208",1989-08-25,"M","RABB","A",9,"UTST","M","N",321,54,130,7,"W",0
"209",1989-08-25,"M","RABB","A",13,"UTST","F","R",222,45,115,5,"W",0
"210",1989-08-25,"M","RABB","C",4,"UTST","F","N",315,29,80,2,"W",0
"211",1989-08-25,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"212",1989-08-25,"M","WELL","B",14,"UTST","F","N",314,30,85,2,"W",0
"213",1989-08-25,"T","EAST","B",4,"UTST","F","N",322,34,86,3,"W",0
"214",1989-08-25,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"215",1989-09-01,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"216",1989-09-01,"C","GRAV","D",2,"UTST","J",NA,NA,NA,NA,NA,NA,1
"217",1989-09-01,"C","GRAV","D",8,"UTST","J","N",323,27,76,1,"W",0
"218",1989-09-01,"C","SAND","B",16,"UTST","J","N",330,30,86,2,"W",0
"219",1989-09-01,"C","SAND","C",8,"UTST","F","N",324,34,95,2,"W",0
"220",1989-09-01,"C","SAND","C",16,"UTST","M","N",325,44,113,4,"W",1
"221",1989-09-01,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"222",1989-09-01,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"223",1989-09-01,"G","IBPE","C",5,"UTST","J","N",331,37,104,4,"W",1
"224",1989-09-01,"M","RABB","A",5,"CNTI","F","N",355,81,255,19,"W",0
"225",1989-09-01,"M","RABB","A",9,"UTST","F","N",340,31,80,2,"W",0
"226",1989-09-01,"M","RABB","C",5,"UTST","F","N",335,31,81,2,"W",0
"227",1989-09-01,"M","RABB","C",7,"UTST","F","N",334,31,85,2,"W",0
"228",1989-09-01,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"229",1989-09-01,"M","WEST","B",7,"UTST","J","N",332,30,81,2,"W",1
"230",1989-09-01,"M","WEST","B",10,"UTST","J","N",333,37,96,4,"W",0
"231",1989-09-01,"M","WEST","B",16,"UTST","J","N",NA,19,51,1,"W",0
"232",1989-09-01,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"233",1989-09-01,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"234",1989-09-01,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"235",1989-09-27,"C","CALI","A",1,"UTST","F","R",305,38,109,2,"W",0
"236",1989-09-27,"C","CALI","A",15,"SCMA","J","N",2,45,106,4,"W",0
"237",1989-09-27,"C","GRAV","D",4,"UTST","M","N",500,42,123,4,"W",0
"238",1989-09-27,"C","GRAV","D",9,"UTST","F","N",455,39,96,3,"W",0
"239",1989-09-27,"C","GRAV","D",12,"UTST","F","N",454,41,110,4,"W",0
"240",1989-09-27,"C","GRAV","D",16,"UTST","M","N",453,46,130,5,"W",0
"241",1989-09-27,"C","SAND","B",5,"UTST","M","N",424,42,115,3,"W",0
"242",1989-09-27,"C","SAND","C",2,"UTST","F","N",425,36,98,2,"W",0
"243",1989-09-27,"C","SAND","C",3,"UTST","F","N",430,38,100,2,"B",0
"244",1989-09-27,"C","SAND","C",10,"UTST","M","R",452,40,110,3,"W",0
"245",1989-09-27,"C","SAND","C",16,"UTST","F","N",431,35,94,2,"W",0
"246",1989-09-27,"C","SAND","C",16,"UTST","F","R",330,36,101,3,"W",0
"247",1989-09-27,"G","BASN","B",1,"UTST","F","N",423,36,103,3,"W",0
"248",1989-09-27,"G","BASN","B",1,"UTST","J","N",NA,23,43,1,"W",0
"249",1989-09-27,"G","IBPE","A",2,"UTST","F","N",414,34,83,2,"W",0
"250",1989-09-27,"G","IBPE","C",1,"UTST","J","N",NA,22,45,NA,NA,1
"251",1989-09-27,"G","IBPE","C",6,"UTST","F","N",422,36,100,3,"W",0
"252",1989-09-27,"G","IBPE","C",10,"UTST","M","N",421,39,55,3,"B",0
"253",1989-09-27,"G","IBPE","C",13,"UTST","F","N",415,36,104,3,"W",0
"254",1989-09-27,"G","IBPE","C",13,"UTST","F","N",420,40,87,4,"B",0
"255",1989-09-27,"M","RABB","A",2,"UTST","F","N",400,35,92,2,"W",0
"256",1989-09-27,"M","RABB","A",5,"UTST","F","N",401,33,82,2,"W",0
"257",1989-09-27,"M","RABB","A",7,"UTST","M","R",320,43,115,5,"W",0
"258",1989-09-27,"M","RABB","A",9,"UTST","F","N",402,37,98,3,"W",0
"259",1989-09-27,"M","RABB","A",15,"UTST","M","N",403,41,113,4,"W",0
"260",1989-09-27,"M","RABB","A",15,"UTST","F","N",404,37,104,3,"W",0
"261",1989-09-27,"M","RABB","C",15,"UTST","F","N",355,35,98,3,"W",0
"262",1989-09-27,"M","WELL","B",1,"UTST","F","N",405,36,105,3,"W",0
"263",1989-09-27,"M","WELL","B",5,"UTST","F","N",411,34,85,3,"W",0
"264",1989-09-27,"M","WELL","B",6,"UTST","F","N",410,32,74,2,"B",0
"265",1989-09-27,"M","WELL","B",15,"UTST","F","N",412,33,96,3,"W",0
"266",1989-09-27,"M","WELL","B",15,"UTST","F","N",413,35,97,3,"W",0
"267",1989-09-27,"T","EAST","B",2,"UTST","M","N",350,49,124,6,"B",0
"268",1989-09-27,"T","EAST","B",3,"UTST","F","N",351,38,112,4,"W",0
"269",1989-09-27,"T","EAST","B",5,"UTST","F","N",352,41,109,4,"W",0
"270",1989-09-27,"T","EAST","B",7,"UTST","J","N",353,32,84,3,"W",0
"271",1989-09-27,"T","EAST","B",8,"UTST","M","N",354,47,130,5,"W",0
"272",1989-09-27,"T","EAST","B",15,"UTST","J","N",NA,23,46,1,"W",0
"273",1989-09-27,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"274",1989-10-05,"C","CALI","A",8,"UTST","M","N",440,50,134,3,"W",0
"275",1989-10-05,"C","CALI","A",14,"UTST","M","N",441,49,139,5,"W",0
"276",1989-10-05,"C","CALI","A",15,"UTST","F","N",442,39,100,3,"W",0
"277",1989-10-05,"C","GRAV","D",6,"UTST","F","N",434,37,96,1,"W",0
"278",1989-10-05,"C","GRAV","D",9,"UTST","F","N",435,41,111,1,"W",0
"279",1989-10-05,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"280",1989-10-05,"C","SAND","C",7,"UTST","M","R",452,43,118,5,"W",0
"281",1989-10-05,"C","SAND","C",8,"UTST","F","N",443,37,113,2,"W",0
"282",1989-10-05,"C","SAND","C",12,"UTST","M","N",444,49,131,6,"W",0
"283",1989-10-05,"C","SAND","C",16,"UTST","M","N",445,26,70,1,"W",0
"284",1989-10-05,"C","SAND","C",16,"UTST","M","R",431,40,102,3,"W",0
"285",1989-10-05,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"286",1989-10-05,"G","IBPE","A",9,"UTST","F","N",504,46,104,4,"B",0
"287",1989-10-05,"G","IBPE","A",10,"UTST","F","N",NA,33,90,NA,"W",1
"288",1989-10-05,"G","IBPE","A",10,"UTST","F","N",505,39,104,3,"W",0
"289",1989-10-05,"G","IBPE","A",11,"UTST","M","N",NA,36,69,NA,"W",1
"290",1989-10-05,"G","IBPE","C",4,"UTST","F","N",450,36,90,1,"W",0
"291",1989-10-05,"G","IBPE","C",8,"UTST","M","N",451,45,119,2,"W",0
"292",1989-10-05,"G","IBPE","C",10,"UTST","J","N",501,22,60,1,"W",0
"293",1989-10-05,"G","IBPE","C",10,"UTST","F","N",502,41,117,2,"W",0
"294",1989-10-05,"G","IBPE","C",15,"UTST","F","N",503,38,89,1,"B",0
"295",1989-10-05,"M","RABB","A",4,"UTST","M","R",99,53,140,4,"W",1
"296",1989-10-05,"M","RABB","A",14,"UTST","F","R",422,47,120,3,"W",0
"297",1989-10-05,"M","RABB","A",16,"UTST","F","N",522,44,74,2,"B",0
"298",1989-10-05,"M","RABB","C",4,"UTST","M","N",523,41,107,2,"W",0
"299",1989-10-05,"M","RABB","C",7,"UTST","M","N",524,41,112,3,"W",0
"300",1989-10-05,"M","RABB","C",8,"CNTI","F","N",400,56,194,5,"W",0
"301",1989-10-05,"M","RABB","C",12,"UTST","M","N",525,44,120,3,"W",0
"302",1989-10-05,"M","WELL","B",3,"UTST","F","N",510,38,91,2,"B",0
"303",1989-10-05,"M","WELL","B",5,"UTST","F","N",511,37,102,2,"W",0
"304",1989-10-05,"M","WELL","B",5,"UTST","M","N",512,40,109,2,"W",0
"305",1989-10-05,"M","WELL","B",6,"UTST","M","N",513,42,113,1,"W",0
"306",1989-10-05,"M","WELL","B",6,"UTST","F","N",514,43,101,2,"B",0
"307",1989-10-05,"M","WELL","B",8,"UTST","F","R",300,39,92,2,"W",0
"308",1989-10-05,"M","WELL","B",8,"UTST","M","N",515,45,65,2,"B",1
"309",1989-10-05,"M","WELL","B",8,"UTST","M","N",520,39,108,2,"W",0
"310",1989-10-05,"M","WELL","B",15,"UTST","M","N",521,36,99,2,"W",0
