"","date","zone","site","plot","pit","spp","sex","rcap","toe_num","SV_length","total_length","weight","tail","pc"
"1078",1991-06-28,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1079",1991-06-28,"M","RABB","C",14,"EUOB","F","N",15,75,165,9,"W",1
"1080",1991-06-28,"T","EAST","B",4,"PHCO","F","N",14,58,87,12,"W",0
"1081",1991-06-28,"T","EAST","B",9,"CNTE","F","N",34,64,214,8,"W",0
"1082",1991-06-28,"T","EAST","B",14,"PHMO","F","N",11,44,66,5,"W",0
"1083",1991-06-28,"T","WEST","A",3,"CNTI","M","N",503,71,256,12,"W",0
"1084",1991-06-28,"T","WEST","A",4,"CNIN","M","N",35,41,153,3,"W",0
"1085",1991-06-28,"T","WEST","A",8,"SCUN","M","N",22,52,194,4,"W",0
"1086",1991-07-09,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1087",1991-07-09,"C","GRAV","D",NA,"PHMO","M","N",12,50,78,5,"W",1
"1088",1991-07-09,"C","GRAV","D",2,"CNIN","F","N",41,60,178,4,"W",0
"1089",1991-07-09,"C","SAND","B",14,"UTST","J","N",NA,23,61,1,"W",0
"1090",1991-07-09,"G","BASN","B",12,"HOMA","F","R",15,52,126,7,"W",0
"1091",1991-07-09,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1092",1991-07-09,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1093",1991-07-09,"M","RABB","A",9,"CNNE","F","N",21,60,240,7,"W",0
"1094",1991-07-09,"M","RABB","A",11,"SCUN","J","N",NA,24,NA,1,"B",0
"1095",1991-07-09,"M","RABB","C",12,"SCUN","J","N",NA,23,58,1,"W",1
"1096",1991-07-09,"M","RABB","C",16,"UTST","J","N",NA,23,NA,NA,"B",0
"1097",1991-07-09,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1098",1991-07-09,"T","EAST","B",4,"UTST","J","N",NA,22,50,1,"W",0
"1099",1991-07-09,"T","EAST","B",5,"UTST","J","N",NA,23,52,1,"W",0
"1100",1991-07-09,"T","EAST","B",9,"CNTI","F","N",504,63,118,6,"W",0
"1101",1991-07-09,"T","EAST","B",12,"UTST","J","N",NA,24,30,1,"W",0
"1102",1991-07-09,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1103",1991-07-11,"C","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1104",1991-07-11,"C","RABB","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1105",1991-07-11,"C","RABB","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1106",1991-07-11,"G","IBPE","A",4,"UTST","J","N",NA,23,52,1,"W",0
"1107",1991-07-11,"G","IBPE","C",8,"UTST","J","N",NA,19,43,1,"W",0
"1108",1991-07-11,"G","IBPE","C",11,"UTST","J","N",NA,21,50,1,"W",0
"1109",1991-07-11,"G","RABB","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1110",1991-07-11,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1111",1991-07-11,"M","RABB","C",NA,"UTST","J","N",NA,19,35,1,"W",0
"1112",1991-07-11,"M","WELL","B",15,"UTST","J","N",NA,24,54,1,"W",0
"1113",1991-07-11,"T","EAST","B",2,"UTST","J","N",NA,23,51,1,"W",0
"1114",1991-07-11,"T","EAST","B",8,"PHMO","M","N",NA,55,84,NA,"W",1
"1115",1991-07-11,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1116",1991-07-11,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1117",1991-07-16,"C","CALI","A",6,"COTE","M","R",50,40,88,5,"B",1
"1118",1991-07-16,"C","CALI","A",13,"COTE","F","N",23,54,118,5,"W",0
"1119",1991-07-16,"C","GRAV","A",5,"UTST","J","N",NA,23,52,1,"W",0
"1120",1991-07-16,"C","GRAV","D",6,"UTST","J","N",NA,22,52,1,"W",0
"1121",1991-07-16,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1122",1991-07-16,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1123",1991-07-16,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1124",1991-07-16,"G","IBPE","C",NA,"UTST","J","N",NA,21,49,1,"W",0
"1125",1991-07-16,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1126",1991-07-16,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1127",1991-07-16,"M","WELL","B",4,"UTST","J","N",NA,21,49,1,"W",0
"1128",1991-07-16,"M","WELL","B",8,"UTST","J","N",NA,23,52,1,"W",0
"1129",1991-07-16,"T","EAST","B",3,"UTST","J","N",NA,21,49,1,"W",1
"1130",1991-07-16,"T","EAST","B",6,"UTST","J","N",NA,22,50,1,"W",1
"1131",1991-07-19,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1132",1991-07-19,"C","GRAV","D",2,"CNIN",NA,NA,NA,NA,NA,NA,NA,1
"1133",1991-07-19,"C","SAND","C",3,"UTST","J","N",NA,24,56,1,"W",0
"1134",1991-07-19,"G","BASN","B",1,"UTST","J","N",NA,27,67,2,"W",0
"1135",1991-07-19,"G","IBPE","A",4,"CNIN","F","R",30,55,186,4,NA,0
"1136",1991-07-19,"G","IBPE","A",15,"UTST","J","N",NA,22,50,1,"W",0
"1137",1991-07-19,"G","IBPE","C",7,"UTST","J","N",NA,21,41,1,"B",0
"1138",1991-07-19,"G","IBPE","C",8,"UTST","J","N",NA,22,48,1,"W",0
"1139",1991-07-19,"M","RABB","A",7,"UTST","J","N",NA,23,42,1,"B",0
"1140",1991-07-19,"M","RABB","A",12,"UTST","J","N",NA,21,50,1,NA,0
"1141",1991-07-19,"M","RABB","C",3,"UTST","J","N",NA,23,51,1,"W",0
"1142",1991-07-19,"M","RABB","C",5,"UTST","J","N",NA,20,47,1,"W",0
"1143",1991-07-19,"M","RABB","C",15,"UTST","J","N",NA,21,50,1,"W",0
"1144",1991-07-19,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1145",1991-07-19,"T","EAST","B",12,"CNTE","F",NA,NA,92,292,NA,"W",1
"1146",1991-07-19,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"1147",1991-08-13,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1148",1991-08-13,"C","GRAV","D",5,"SCMA","J","N",NA,27,62,1,"W",0
"1149",1991-08-13,"C","SAND","B",7,"CNTI","M","R",33,85,280,26,"W",0
"1150",1991-08-13,"G","BASN","B",1,"UTST","J","N",NA,60,98,1,"W",0
"1151",1991-08-13,"G","IBPE","A",2,"UTST","F","N",1540,38,95,4,"B",1
"1152",1991-08-13,"G","IBPE","C",12,"CNIN","J","N",NA,30,70,1,"B",0
"1153",1991-08-13,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1154",1991-08-13,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"1155",1991-08-13,"M","WELL","B",2,"UTST","J","N",NA,23,55,1,"W",0
"1156",1991-08-13,"T","EAST","B",10,"CNTI","M",NA,505,74,249,14,"W",0
"1157",1991-08-13,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1158",1991-08-16,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1159",1991-08-16,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1160",1991-08-16,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1161",1991-08-16,"G","BASN","B",11,"CNTE","F","N",35,75,265,24,"W",0
"1162",1991-08-16,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1163",1991-08-16,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1164",1991-08-16,"M","RABB","A",13,"CNNE","F","N",NA,30,110,1,"W",0
"1165",1991-08-16,"M","RABB","C",6,"UTST","J","N",NA,29,79,1,"W",0
"1166",1991-08-16,"M","RABB","C",12,"UTST","J","N",NA,32,55,1,"W",0
"1167",1991-08-16,"M","WELL","B",11,"UTST","F","N",1541,32,85,2,"W",0
"1168",1991-08-16,"T","EAST","B",3,"CNTI","F","N",510,80,188,18,"W",0
"1169",1991-08-16,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1170",1991-08-20,"C","CALI","A",10,"SCMA","J","N",NA,38,88,2,"W",0
"1171",1991-08-20,"C","GRAV","D",7,"UTST","J","N",NA,30,81,1,"W",0
"1172",1991-08-20,"C","SAND","B",7,"CNTI","M","R",421,75,139,15,"B",0
"1173",1991-08-20,"C","SAND","B",10,"UTST","J","N",NA,29,75,2,"W",0
"1174",1991-08-20,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1175",1991-08-20,"G","IBPE","A",3,"UTST","J","N",NA,33,73,2,"W",0
"1176",1991-08-20,"G","IBPE","A",10,"CNNE","J","N",NA,30,98,2,"W",0
"1177",1991-08-20,"G","IBPE","C",15,"CNIN","F","N",42,56,187,3,"W",0
"1178",1991-08-20,"G","IBPE","C",16,"UTST","J","N",NA,26,61,1,"W",0
"1179",1991-08-20,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1180",1991-08-20,"M","RABB","C",6,"UTST","J","N",NA,32,61,2,"B",0
"1181",1991-08-20,"M","RABB","C",8,"UTST","J","N",NA,24,58,1,"W",1
"1182",1991-08-20,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1183",1991-08-20,"T","EAST","B",3,"UTST","J","N",NA,30,47,1,"B",0
"1184",1991-08-20,"T","EAST","B",8,"CNTE","F","R",34,75,251,12,"W",1
"1185",1991-08-20,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1186",1991-08-23,"C","CALI","A",4,"COTE","M","N",NA,63,116,NA,"W",1
"1187",1991-08-23,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1188",1991-08-23,"C","SAND","B",9,"UTST","M","N",1542,41,106,3,"W",0
"1189",1991-08-23,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1190",1991-08-23,"G","IBPE","A",3,"CNIN","M","N",31,56,92,4,"B",1
"1191",1991-08-23,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1192",1991-08-23,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1193",1991-08-23,"M","RABB","C",8,"UTST","J","N",NA,32,92,1,"W",0
"1194",1991-08-23,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1195",1991-08-23,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1196",1991-08-23,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1197",1991-11-07,"C","CALI","A",2,"UTST","F","N",2035,43,49,3,"B",0
"1198",1991-11-07,"C","CALI","A",7,"UTST","M","N",2034,50,68,5,"B",0
"1199",1991-11-07,"C","CALI","A",8,"UTST","F","N",2040,45,102,3,"B",0
"1200",1991-11-07,"C","CALI","A",13,"UTST","M","N",2033,52,138,6,"W",0
"1201",1991-11-07,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1202",1991-11-07,"C","SAND","B",1,"UTST","M","N",2032,50,136,6,"W",0
"1203",1991-11-07,"C","SAND","B",4,"UTST","M","N",2031,54,139,6,"W",0
"1204",1991-11-07,"C","SAND","B",10,"UTST","M","R",1532,53,133,6,"B",0
"1205",1991-11-07,"C","SAND","B",15,"UTST","M","N",2030,32,85,2,"W",0
"1206",1991-11-07,"G","BASN","B",10,"UTST","F","N",2025,43,108,2,"W",0
"1207",1991-11-07,"G","BASN","B",14,"HOMA","J","N",NA,32,57,1,"W",0
"1208",1991-11-07,"G","BASN","B",16,"UTST","F","N",2024,37,96,2,"W",0
"1209",1991-11-07,"G","IBPE","A",2,"UTST","F","N",2014,44,99,3,"W",0
"1210",1991-11-07,"G","IBPE","A",2,"UTST","M","N",2015,40,82,2,"W",0
"1211",1991-11-07,"G","IBPE","A",7,"UTST","M","N",2013,50,125,4,"W",0
"1212",1991-11-07,"G","IBPE","A",15,"UTST","M","N",2012,50,140,5,"W",0
"1213",1991-11-07,"G","IBPE","C",11,"UTST","F","N",2020,30,76,2,"W",0
"1214",1991-11-07,"G","IBPE","C",12,"UTST","M","N",2022,46,126,4,"W",0
"1215",1991-11-07,"G","IBPE","C",12,"UTST","F","N",2023,45,116,3,"W",0
"1216",1991-11-07,"G","IBPE","C",12,"UTST","J","N",NA,32,75,2,"W",0
"1217",1991-11-07,"G","IBPE","C",15,"UTST","M","R",553,48,110,5,"B",0
"1218",1991-11-07,"M","RABB","A",5,"UTST","M","N",1553,43,115,4,"W",0
"1219",1991-11-07,"M","RABB","A",7,"UTST","F","N",1555,38,108,3,"W",0
"1220",1991-11-07,"M","RABB","A",9,"UTST","M","R",2123,45,131,5,"W",1
"1221",1991-11-07,"M","RABB","A",9,"UTST","F","N",2000,34,84,2,"B",0
"1222",1991-11-07,"M","RABB","A",9,"UTST","F","R",2052,43,115,4,"W",0
"1223",1991-11-07,"M","RABB","A",12,"UTST","F","N",1554,33,103,3,"W",0
"1224",1991-11-07,"M","RABB","A",13,"UTST","F","N",2004,45,113,3,"W",0
"1225",1991-11-07,"M","RABB","A",13,"UTST","M","N",2005,37,100,2,"W",0
"1226",1991-11-07,"M","RABB","A",14,"UTST","M","N",2003,48,95,5,"B",0
"1227",1991-11-07,"M","RABB","A",15,"UTST","F","N",2002,38,87,2,"W",0
"1228",1991-11-07,"M","RABB","A",16,"UTST","F","N",2001,44,113,3,"W",0
"1229",1991-11-07,"M","RABB","C",8,"UTST","F","N",NA,32,96,NA,"W",1
"1230",1991-11-07,"M","RABB","C",10,"UTST","M","N",2010,37,87,2,"W",0
"1231",1991-11-07,"M","WELL","B",15,"UTST","F","N",2011,45,115,3,"W",0
"1232",1991-11-07,"T","EAST","B",2,"UTST","F","N",1543,50,133,5,"W",0
"1233",1991-11-07,"T","EAST","B",3,"UTST","F","N",1544,45,105,5,"B",0
"1234",1991-11-07,"T","EAST","B",3,"UTST","J","N",NA,30,70,2,"B",0
"1235",1991-11-07,"T","EAST","B",3,"UTST","M","N",1545,40,101,3,"W",0
"1236",1991-11-07,"T","EAST","B",3,"UTST","F","N",1550,42,62,3,"B",0
"1237",1991-11-07,"T","EAST","B",4,"UTST","F","N",1551,48,118,5,"B",0
"1238",1991-11-07,"T","EAST","B",4,"UTST","F","N",1552,40,107,3,"W",0
"1239",1991-11-07,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1240",1991-11-13,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1241",1991-11-13,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1242",1991-11-13,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1243",1991-11-13,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1244",1991-11-13,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1245",1991-11-13,"G","IBPE","C",11,"UTST","J","N",NA,30,50,1,"B",0
"1246",1991-11-13,"M","RABB","A",16,"UTST","M","N",2151,38,88,2,"W",0
"1247",1991-11-13,"M","RABB","C",13,"UTST","F","N",2152,33,88,2,"W",0
"1248",1991-11-13,"M","WELL","B",5,"UTST","M","N",2154,37,67,2,"B",0
"1249",1991-11-13,"M","WELL","B",11,"UTST","F","N",2153,39,94,2,"W",0
"1250",1991-11-13,"T","EAST","B",12,"UTST","F","R",100,40,108,4,"W",0
"1251",1991-11-13,"T","WEST","A",8,"SCUN","F","N",23,41,111,4,"W",0
"1252",1992-03-11,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1253",1992-03-11,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1254",1992-03-11,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1255",1992-03-11,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1256",1992-03-11,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1257",1992-03-11,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1258",1992-03-11,"M","RABB","A",2,"UTST","M",NA,2155,40,105,3,"W",0
"1259",1992-03-11,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1260",1992-03-11,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1261",1992-03-11,"T","EAST","B",4,"UTST","M",NA,2152,51,138,5,"W",1
"1262",1992-03-11,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1263",1992-03-17,"C","CALI","B",15,"UTST","M","N",2202,52,122,5,"W",0
"1264",1992-03-17,"C","GRAV","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1265",1992-03-17,"C","SAND","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1266",1992-03-17,"G","BASN","B",16,"HOMA","F","N",23,35,70,2,"W",0
"1267",1992-03-17,"G","IBPE","A",1,"UTST","M","N",2200,48,125,4,"W",0
"1268",1992-03-17,"G","IBPE","A",1,"UTST","F","N",2201,45,83,3,"B",0
"1269",1992-03-17,"G","IBPE","C",12,"CNIN","M","N",43,45,158,3,"W",0
"1270",1992-03-17,"M","RABB","A",6,"UTST","M","R",1553,47,121,5,"W",0
"1271",1992-03-17,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1272",1992-03-17,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1273",1992-03-17,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1274",1992-03-17,"T","WEST","A",1,"SCUN","M","N",224,43,108,3,"W",1
"1275",1992-06-16,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1276",1992-06-16,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1277",1992-06-16,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1278",1992-06-16,"G","BASN","B",5,"CNIN","M","N",44,47,135,3,"W",0
"1279",1992-06-16,"G","BASN","B",14,"HOMA","F","N",24,55,120,5,"W",1
"1280",1992-06-16,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1281",1992-06-16,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1282",1992-06-16,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"1283",1992-06-16,"M","RABB","C",1,"CNTI","M","N",511,60,215,9,"W",0
"1284",1992-06-16,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1285",1992-06-16,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1286",1992-06-16,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1287",1992-06-19,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1288",1992-06-19,"C","GRAV","D",NA,"PHCO","F",NA,15,57,94,10,"W",0
"1289",1992-06-19,"C","SAND","B",NA,"UTST","M","N",2203,55,112,5,"B",0
"1290",1992-06-19,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1291",1992-06-19,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1292",1992-06-19,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1293",1992-06-19,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1294",1992-06-19,"M","RABB","B",NA,"SCUN","F","N",25,48,132,3,"W",0
"1295",1992-06-19,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1296",1992-06-19,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1297",1992-06-19,"T","WEST","A",12,"CNTI","F",NA,NA,NA,NA,NA,NA,1
"1298",1992-06-23,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1299",1992-06-23,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1300",1992-06-23,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1301",1992-06-23,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1302",1992-06-23,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1303",1992-06-23,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1304",1992-06-23,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1305",1992-06-23,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1306",1992-06-23,"M","WELL","B",5,"UTST","F","N",2204,47,122,3,"W",0
"1307",1992-06-23,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,1
"1308",1992-06-23,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1309",1992-06-26,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1310",1992-06-26,"C","GRAV","D",15,"HOMA",NA,NA,NA,NA,NA,NA,NA,1
"1311",1992-06-26,"C","SAND","B",12,"CNIN","F","N",45,54,130,4,"W",1
"1312",1992-06-26,"G","BASN","B",9,"UTST","F","R",2025,45,115,2,"W",0
"1313",1992-06-26,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1314",1992-06-26,"G","IBPE","C",10,"UTST","F",NA,NA,NA,NA,NA,"W",1
"1315",1992-06-26,"M","RABB","A",10,"UTST","M","N",2205,50,125,4,"W",0
"1316",1992-06-26,"M","RABB","B",3,"UTST","F","N",2210,NA,NA,2,"W",1
"1317",1992-06-26,"M","WELL","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1318",1992-06-26,"T","EAST","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1319",1992-06-26,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1320",1992-08-11,"C","CALI","A",5,"UTST","J","N",NA,27,35,1,"B",0
"1321",1992-08-11,"C","CALI","A",15,"CRCO","J","N",NA,35,75,1,"W",0
"1322",1992-08-11,"C","GRAV","D",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1323",1992-08-11,"C","SAND","B",3,"UTST","J","N",NA,20,50,1,"W",0
"1324",1992-08-11,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1325",1992-08-11,"G","IBPE","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1326",1992-08-11,"G","IBPE","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1327",1992-08-11,"M","RABB","A",15,"UTST","J","N",NA,28,69,1,"W",0
"1328",1992-08-11,"M","RABB","A",16,"UTST","J","N",NA,NA,NA,2,"W",1
"1329",1992-08-11,"M","RABB","C",15,"UTST","J","N",NA,27,67,1,"W",1
"1330",1992-08-11,"M","WELL","B",1,"HOMA","J","N",NA,20,50,1,"W",0
"1331",1992-08-11,"T","EAST","B",3,"CNIN","J","N",NA,NA,NA,1,"W",1
"1332",1992-08-11,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1333",1992-08-14,"C","CALI","A",4,"COTE","J","N",NA,34,56,1,"B",0
"1334",1992-08-14,"C","CALI","A",12,"UTST","J","N",NA,22,56,1,"W",0
"1335",1992-08-14,"C","CALI","A",12,"UTST","J","N",NA,32,86,1,"W",0
"1336",1992-08-14,"C","GRAV","D",1,"CNIN","F",NA,NA,NA,NA,NA,NA,1
"1337",1992-08-14,"C","GRAV","D",7,"CNTI","J","N",NA,35,122,1,"W",0
"1338",1992-08-14,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1339",1992-08-14,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1340",1992-08-14,"G","IBPE","A",3,"UTST","J","N",NA,30,76,1,"W",0
"1341",1992-08-14,"G","IBPE","C",7,"CNNE","M","N",NA,30,87,1,"W",0
"1342",1992-08-14,"M","RABB","A",12,"UTST","J","N",NA,25,65,1,"W",0
"1343",1992-08-14,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1344",1992-08-14,"M","WELL","B",8,"UTST","J","N",NA,27,70,1,"W",0
"1345",1992-08-14,"T","EAST","B",2,"CNTE","J","N",35,36,51,1,"B",0
"1346",1992-08-14,"T","EAST","B",3,"UTST","J","N",NA,32,78,1,"W",0
"1347",1992-08-14,"T","EAST","B",10,"UTST","J","N",NA,30,75,1,"W",0
"1348",1992-08-14,"T","EAST","B",10,"UTST","J","N",NA,25,60,1,"W",0
"1349",1992-08-14,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1350",1992-08-18,"C","CALI","A",13,"UTST","F","N",2211,41,100,2,"B",0
"1351",1992-08-18,"C","GRAV","D",3,"UTST","J","N",NA,24,65,1,"W",0
"1352",1992-08-18,"C","SAND","B",13,"UTST","J","N",NA,31,82,1,"W",0
"1353",1992-08-18,"C","SAND","B",14,"UTST","J","N",NA,23,56,1,"W",0
"1354",1992-08-18,"C","SAND","B",15,"UTST","J","N",NA,30,85,1,"W",0
"1355",1992-08-18,"G","BASN","B",14,"HOMA","J","N",NA,23,45,1,"W",0
"1356",1992-08-18,"G","IBPE","A",3,"CNIN","F","N",NA,36,99,1,"W",0
"1357",1992-08-18,"M","RABB","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1358",1992-08-18,"M","RABB","C",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1359",1992-08-18,"M","WELL","B",13,"CNNE","J","N",NA,30,100,1,"W",0
"1360",1992-08-18,"T","EAST","B",12,"CNTE","F","N",40,73,293,22,"W",0
"1361",1992-08-18,"T","EAST","B",14,"UTST","J","N",NA,27,69,1,"W",0
"1362",1992-08-18,"T","EAST","B",15,"UTST","M","N",NA,70,130,2,"B",1
"1363",1992-08-18,"T","WEST","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1364",1992-08-21,"C","CALI","A",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1365",1992-08-21,"C","GRAV","D",9,"CNTI","J","N",NA,45,165,2,"W",0
"1366",1992-08-21,"C","SAND","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
"1367",1992-08-21,"G","BASN","B",NA,"UKLI",NA,NA,NA,NA,NA,NA,NA,0
